,id,x,y,vx,vy,fx,fy,E_pot,E_kin
15.0,0,-59.845924,-62.808414,2.643788249123999,-10.081462710713883,-0.0004310168544634507,-0.0003767348491692246,0.006906689411408911,362.2660648235584
15.0,1,-16.674473,-53.773693,-8.339310403559095,-4.685839564597124,-0.0002641507744556293,-0.0007571170215214806,0.012905942049786564,305.1564700908958
15.0,2,41.15005,-56.60019,6.559710183356481,1.2708100975270467,-25.27664058609298,-36.223652027693525,287.9186087973411,148.89026123868075
15.0,3,47.516434,-52.59766,7.337160901941972,4.67193668340522,42.30458842123576,4.403965872156185,287.9188117248878,252.32917645323553
15.0,4,-58.685898,8.152354,-9.03228418942472,0.3883875106160652,-0.00047369273264052936,-0.0002089897004680097,0.00990444118741921,272.57956346067596
15.0,5,-14.433136,2.3045995,8.597740735688044,1.7626786332402755,-0.009615113124596064,-0.002306047456613669,0.23362694445497328,256.8889860435083
15.0,6,6.728161,-8.212331,-10.431464011489117,0.8962824090279586,0.006571702403789459,-0.009218437020820147,0.23188136588478553,365.5785765383848
15.0,7,56.910515,-1.2050968,-8.212726690847326,-0.3001658726888241,0.0003395346615278072,3.3407322614920076e-05,0.0068972012436858314,225.24249579769318
15.0,8,-50.20902,64.564606,-7.610745656952645,-9.488818523582522,-0.0037481999127404464,0.00020189215440780117,0.10368462635646468,493.4503566384016
15.0,9,-21.481688,63.9388,9.628909614970858,-1.7890403989151933,0.0036933584377276674,-7.414355533086336e-05,0.10356636236422516,319.8817473506333
16.0,0,-59.713734,-63.31249,2.643784718624533,-10.081465810115521,-0.000457005009934619,-0.00040054312057691277,0.0072925675697838085,362.26621098073423
16.0,1,-17.091438,-54.007984,-8.33931236500938,-4.6858453420074015,-0.00026224307157463045,-0.000765357828413471,0.013037509434676811,305.15675976352003
16.0,2,41.47385,-56.542908,6.40387342781168,1.0330708793788772,-22.342761846006,-33.38907636248669,263.8486049028633,140.32622912137933
16.0,3,47.890434,-52.36326,7.605702389177762,4.703015527434258,38.1142369121674,4.294135801056676,263.84892812118164,266.6834880532469
16.0,4,-59.137512,8.171774,-9.032287258756833,0.3883860963524874,-0.00042890758619051894,-0.0001947527664469817,0.009178800955291392,272.57974470994407
16.0,5,-14.003251,2.392733,8.597638548712004,1.762660448487297,-0.012055437001777136,-0.0024169616374365432,0.2846961586740906,256.88291217065193
16.0,6,6.206589,-8.167519,-10.431393090353868,0.8961819972244631,0.008323161970565707,-0.01173620182544255,0.2835474628568731,365.5730417654015
16.0,7,56.499878,-1.2201052,-8.212724052293357,-0.3001655994377077,0.00034778106214616855,3.5449831443656876e-05,0.007029315616586624,225.24235071358908
16.0,8,-50.589558,64.090164,-7.610766538534212,-9.488817663131034,-0.0030591146015455095,0.00013605008597750157,0.08694961285426549,493.4513622073121
16.0,9,-21.000242,63.84935,9.628930041005905,-1.7890402668255436,0.0030003407559231476,-5.247443432665477e-06,0.08676241424966312,319.88305763438217
17.0,0,-59.581543,-63.816563,2.643780971014959,-10.081469111366564,-0.0004849322476161433,-0.00042637723663574434,0.007709446172255765,362.2663668825734
17.0,1,-17.508404,-54.242275,-8.339314320295145,-4.685851208940273,-0.0002610718645428278,-0.0007760552337003901,0.01321349831439298,305.1570518914973
17.0,2,41.79044,-56.496883,6.271069407133802,0.8212119896017234,-19.234484533346716,-30.039747039444933,236.709431479315,133.4023366375853
17.0,3,48.277004,-52.127357,7.839827357568073,4.731430108336096,33.53263188234126,3.9976997858906564,236.7098736291286,279.63749509491794
17.0,4,-59.589127,8.191194,-9.032290055228119,0.38838476660509647,-0.0003899902218478246,-0.00018257275610267243,0.008553489508589422,272.5799097396267
17.0,5,-13.573372,2.4808657,8.597509222408172,1.7626427715594757,-0.015208048205522573,-0.002434730457252954,0.3496571005398926,256.87528802236403
17.0,6,5.6850214,-8.122712,-10.431302525014537,0.896052653814915,0.010598596913951042,-0.015053667347160626,0.34901143962147413,365.5659673938227
17.0,7,56.08924,-1.2351135,-8.212721350188229,-0.300165311362232,0.0003561851368800717,3.7453566406497885e-05,0.007166006702205873,225.24220211859247
17.0,8,-50.970097,63.615723,-7.6107837354816885,-9.488817061091122,-0.002512091360451052,9.351837066873259e-05,0.07328330048422771,493.45219708756713
17.0,9,-20.518795,63.7599,9.628946752205993,-1.7890398516608939,0.002449325394579649,4.0488961971618664e-05,0.07302439807257194,319.88412595741
18.0,0,-59.449352,-64.32063,2.643776990250309,-10.081472631495197,-0.0005149299866928914,-0.00045439654149959097,0.008159449080674902,362.2665333912019
